xi;vi;vi2;v'i;v'i2;vi-vi2;v'i-v'i2;hi;E;E_v;E_v';c1;c2
2.775;2.95337;2.95337;-3.92204;-3.92204;7.49684e-08;-2.86071e-07;0.016;3.15447e-07;7.99663e-08;3.05142e-07;5;9
2.791;2.89243;2.89243;-3.68732;-3.68732;6.55413e-08;-3.13064e-07;0.016;3.41174e-07;6.99107e-08;3.33935e-07;5;9
2.807;2.83559;2.83559;-3.41101;-3.41101;5.52239e-08;-3.42631e-07;0.016;3.70189e-07;5.89055e-08;3.65473e-07;5;9
2.823;2.78348;2.78348;-3.09781;-3.09781;4.46047e-08;-3.74036e-07;0.016;4.01799e-07;4.75784e-08;3.98972e-07;5;9
2.839;2.73663;2.73663;-2.75278;-2.75278;3.41976e-08;-4.05765e-07;0.016;4.34351e-07;3.64775e-08;4.32816e-07;5;9
2.855;2.69553;2.69553;-2.38111;-2.38111;2.43974e-08;-4.35858e-07;0.016;4.65643e-07;2.60239e-08;4.64915e-07;5;9
2.871;2.66055;2.66055;-1.98807;-1.98807;1.54598e-08;-4.62254e-07;0.016;4.93347e-07;1.64905e-08;4.93071e-07;5;9
2.887;2.632;2.632;-1.5789;-1.5789;7.50156e-09;-4.83066e-07;0.016;5.15333e-07;8.00166e-09;5.15271e-07;5;9
2.903;2.61009;2.61009;-1.15872;-1.15872;5.16857e-10;-4.9676e-07;0.016;5.29878e-07;5.51314e-10;5.29877e-07;5;9
2.919;2.59495;2.59495;-0.732525;-0.732525;-5.59668e-09;-5.02231e-07;0.016;5.35746e-07;5.9698e-09;5.35713e-07;5;9
2.935;2.58665;2.58665;-0.305149;-0.305149;-1.10085e-08;-4.98811e-07;0.016;5.32195e-07;1.17424e-08;5.32065e-07;5;9
2.951;2.58517;2.58517;0.118737;0.118737;-1.59257e-08;-4.86231e-07;0.016;5.18925e-07;1.69875e-08;5.18647e-07;5;9
2.967;2.59041;2.59041;0.534614;0.534615;-2.05661e-08;-4.64576e-07;0.016;4.96033e-07;2.19372e-08;4.95548e-07;5;9
2.983;2.60221;2.60221;0.938107;0.938107;-2.51342e-08;-4.34246e-07;0.016;4.63971e-07;2.68098e-08;4.63196e-07;5;9
2.999;2.62034;2.62034;1.32497;1.32497;-2.98011e-08;-3.95944e-07;0.016;4.23535e-07;3.17878e-08;4.2234e-07;5;9
3.015;2.6445;2.6445;1.69111;1.69111;-3.46865e-08;-3.5067e-07;0.016;3.75873e-07;3.69989e-08;3.74048e-07;5;9
3.031;2.67432;2.67432;2.03257;2.03257;-3.9844e-08;-2.99722e-07;0.016;3.22516e-07;4.25002e-08;3.19703e-07;5;9
3.047;2.70939;2.70939;2.34557;2.34557;-4.52506e-08;-2.44668e-07;0.016;2.65406e-07;4.82673e-08;2.6098e-07;5;9
3.063;2.74921;2.74921;2.62657;2.62657;-5.08014e-08;-1.87288e-07;0.016;2.06992e-07;5.41881e-08;1.99773e-07;5;9
3.079;2.79325;2.79325;2.87231;2.87231;-5.63115e-08;-1.29453e-07;0.016;1.50582e-07;6.00656e-08;1.38084e-07;5;9
3.095;2.84092;2.84092;3.0799;3.0799;-6.15278e-08;-7.29784e-08;0.016;1.01818e-07;6.56296e-08;7.78436e-08;5;9
3.111;2.89159;2.89159;3.24688;3.24688;-6.61501e-08;-1.94302e-08;0.016;7.35409e-08;7.05601e-08;2.07255e-08;5;9
3.127;2.94459;2.94459;3.3713;3.3713;-6.98612e-08;3.00427e-08;0.016;8.11168e-08;7.45186e-08;3.20455e-08;5;9
3.143;2.99924;2.99924;3.45181;3.45181;-7.23634e-08;7.48354e-08;0.016;1.1104e-07;7.71876e-08;7.98245e-08;5;9
3.159;3.05481;3.05481;3.48772;3.48772;-7.3415e-08;1.14927e-07;0.016;1.45466e-07;7.83093e-08;1.22589e-07;5;9
3.175;3.11061;3.11061;3.47899;3.47899;-7.28628e-08;1.50818e-07;0.016;1.78663e-07;7.77203e-08;1.60872e-07;5;9
3.191;3.16591;3.16591;3.4263;3.4263;-7.06636e-08;1.83373e-07;0.016;2.09618e-07;7.53745e-08;1.95598e-07;5;9
3.207;3.22002;3.22002;3.33101;3.33101;-6.68905e-08;2.136e-07;0.016;2.3875e-07;7.13498e-08;2.2784e-07;5;9
3.223;3.27228;3.27228;3.19512;3.19512;-6.17243e-08;2.42416e-07;0.016;2.66827e-07;6.58393e-08;2.58577e-07;5;9
3.239;3.32206;3.32206;3.02121;3.02121;-5.54306e-08;2.70448e-07;0.016;2.94474e-07;5.91259e-08;2.88477e-07;5;9
3.255;3.36877;3.36877;2.81236;2.81236;-4.83262e-08;2.97908e-07;0.016;3.21923e-07;5.1548e-08;3.17769e-07;5;9
3.271;3.41189;3.41189;2.57207;2.57207;-4.07438e-08;3.24565e-07;0.016;3.48919e-07;4.346e-08;3.46202e-07;5;9
3.287;3.45093;3.45093;2.30415;2.30415;-3.29968e-08;3.49791e-07;0.016;3.74767e-07;3.51966e-08;3.73111e-07;5;9
3.303;3.4855;3.4855;2.01263;2.01263;-2.53526e-08;3.72683e-07;0.016;3.98448e-07;2.70427e-08;3.97529e-07;5;9
3.319;3.51523;3.51523;1.70169;1.70169;-1.80141e-08;3.922e-07;0.016;4.18788e-07;1.9215e-08;4.18347e-07;5;9
3.335;3.53987;3.53987;1.37558;1.37558;-1.11126e-08;4.07302e-07;0.016;4.34617e-07;1.18535e-08;4.34455e-07;5;9
3.351;3.55919;3.55919;1.03856;1.03856;-4.70971e-09;4.17064e-07;0.016;4.44897e-07;5.02369e-09;4.44869e-07;5;9
3.367;3.57307;3.57307;0.694835;0.694834;1.19461e-09;4.20758e-07;0.016;4.48811e-07;1.27425e-09;4.48809e-07;5;9
3.383;3.58141;3.58141;0.348555;0.348555;6.64784e-09;4.17892e-07;0.016;4.45808e-07;7.09103e-09;4.45751e-07;5;9
3.399;3.58423;3.58423;0.00376874;0.00376833;1.17293e-08;4.08228e-07;0.016;4.35623e-07;1.25113e-08;4.35444e-07;5;9
3.415;3.58156;3.58156;-0.335588;-0.335589;1.65338e-08;3.91785e-07;0.016;4.18276e-07;1.7636e-08;4.17904e-07;5;9
3.431;3.57354;3.57354;-0.665705;-0.665705;2.11554e-08;3.68822e-07;0.016;3.94057e-07;2.25657e-08;3.93411e-07;5;9
3.447;3.56033;3.56033;-0.982907;-0.982908;2.56738e-08;3.39833e-07;0.016;3.63522e-07;2.73854e-08;3.62489e-07;5;9
3.463;3.54217;3.54217;-1.28368;-1.28368;3.01421e-08;3.05521e-07;0.016;3.27472e-07;3.21516e-08;3.25889e-07;5;9
3.479;3.51936;3.51936;-1.56467;-1.56467;3.45772e-08;2.66781e-07;0.016;2.86947e-07;3.68824e-08;2.84567e-07;5;9
3.495;3.49223;3.49223;-1.82275;-1.82275;3.89542e-08;2.2466e-07;0.016;2.43213e-07;4.15512e-08;2.39637e-07;5;9
3.511;3.46117;3.46117;-2.05501;-2.05501;4.32043e-08;1.80306e-07;0.016;1.97771e-07;4.60846e-08;1.92327e-07;5;9
3.527;3.42662;3.42662;-2.25883;-2.25883;4.72175e-08;1.34901e-07;0.016;1.52455e-07;5.03654e-08;1.43895e-07;5;9
3.543;3.38905;3.38905;-2.43191;-2.43191;5.08502e-08;8.95772e-08;0.016;1.09871e-07;5.42403e-08;9.5549e-08;5;9
3.559;3.34897;3.34897;-2.57234;-2.57234;5.39377e-08;4.53298e-08;0.016;7.51533e-08;5.75336e-08;4.83518e-08;5;9
3.575;3.30692;3.30692;-2.6786;-2.6786;5.63103e-08;2.9446e-09;0.016;6.01464e-08;6.00643e-08;3.1409e-09;5;9
3.591;3.26344;3.26344;-2.74967;-2.74967;5.78117e-08;-3.70556e-08;0.016;7.3246e-08;6.16658e-08;3.9526e-08;5;9
3.607;3.21912;3.21912;-2.78499;-2.78499;5.83172e-08;-7.44248e-08;0.016;1.00855e-07;6.2205e-08;7.93865e-08;5;9
3.623;3.17451;3.17451;-2.78454;-2.78454;5.77492e-08;-1.09166e-07;0.016;1.31733e-07;6.15991e-08;1.16444e-07;5;9
3.639;3.1302;3.1302;-2.7488;-2.7488;5.60876e-08;-1.41467e-07;0.016;1.62325e-07;5.98268e-08;1.50898e-07;5;9
3.655;3.08674;3.08674;-2.67877;-2.67877;5.33732e-08;-1.71606e-07;0.016;1.91696e-07;5.69314e-08;1.83047e-07;5;9
3.671;3.04466;3.04466;-2.57593;-2.57593;4.9704e-08;-1.99854e-07;0.016;2.19671e-07;5.30176e-08;2.13177e-07;5;9
3.687;3.00447;3.00447;-2.4422;-2.4422;4.52251e-08;-2.26383e-07;0.016;2.46247e-07;4.82401e-08;2.41476e-07;5;9
3.703;2.96666;2.96666;-2.27991;-2.27991;4.01135e-08;-2.51211e-07;0.016;2.71353e-07;4.27877e-08;2.67958e-07;5;9
3.719;2.93165;2.93165;-2.09171;-2.09171;3.45602e-08;-2.74167e-07;0.016;2.94759e-07;3.68643e-08;2.92445e-07;5;9
3.735;2.89985;2.89985;-1.88055;-1.88055;2.87533e-08;-2.9491e-07;0.016;3.16062e-07;3.06701e-08;3.14571e-07;5;9
3.751;2.87158;2.87158;-1.64958;-1.64958;2.28622e-08;-3.12965e-07;0.016;3.34719e-07;2.43864e-08;3.33829e-07;5;9
3.767;2.84715;2.84715;-1.4021;-1.4021;1.70275e-08;-3.27781e-07;0.016;3.50105e-07;1.81627e-08;3.49634e-07;5;9
3.783;2.82678;2.82678;-1.14152;-1.14152;1.1354e-08;-3.38799e-07;0.016;3.61588e-07;1.2111e-08;3.61385e-07;5;9
3.799;2.81067;2.81067;-0.871312;-0.871311;5.90954e-09;-3.45506e-07;0.016;3.68594e-07;6.30351e-09;3.6854e-07;5;9
3.815;2.79893;2.79893;-0.594932;-0.594932;7.27556e-10;-3.47491e-07;0.016;3.70658e-07;7.7606e-10;3.70657e-07;5;9
3.831;2.79165;2.79165;-0.315828;-0.315828;-4.18704e-09;-3.44474e-07;0.016;3.67466e-07;4.46618e-09;3.67439e-07;5;9
3.847;2.78882;2.78882;-0.0373898;-0.0373894;-8.85002e-09;-3.3633e-07;0.016;3.58877e-07;9.44003e-09;3.58752e-07;5;9
3.863;2.79043;2.79043;0.237075;0.237075;-1.32889e-08;-3.23099e-07;0.016;3.4493e-07;1.41748e-08;3.44639e-07;5;9
3.879;2.79637;2.79637;0.504358;0.504358;-1.75338e-08;-3.04982e-07;0.016;3.25852e-07;1.87027e-08;3.25315e-07;5;9
3.895;2.80651;2.80651;0.761375;0.761376;-2.16093e-08;-2.82338e-07;0.016;3.02042e-07;2.30499e-08;3.01161e-07;5;9
3.911;2.82067;2.82067;1.00519;1.00519;-2.5527e-08;-2.55666e-07;0.016;2.74066e-07;2.72288e-08;2.7271e-07;5;9
3.927;2.83859;2.83859;1.23303;1.23303;-2.92804e-08;-2.25583e-07;0.016;2.42641e-07;3.12324e-08;2.40622e-07;5;9
3.943;2.86002;2.86002;1.44232;1.44232;-3.28416e-08;-1.92801e-07;0.016;2.08616e-07;3.50311e-08;2.05654e-07;5;9
3.959;2.88464;2.88464;1.63071;1.63071;-3.6161e-08;-1.58082e-07;0.016;1.72976e-07;3.85718e-08;1.68621e-07;5;9
3.975;2.91208;2.91208;1.7961;1.7961;-3.91691e-08;-1.22206e-07;0.016;1.36885e-07;4.17804e-08;1.30353e-07;5;9
3.991;2.94198;2.94198;1.93668;1.93668;-4.17814e-08;-8.59168e-08;0.016;1.01906e-07;4.45668e-08;9.16446e-08;5;9
4.007;2.97392;2.97392;2.05095;2.05095;-4.39054e-08;-4.98871e-08;0.016;7.08865e-08;4.68324e-08;5.32129e-08;5;9
4.023;3.00746;3.00746;2.13775;2.13775;-4.54496e-08;-1.46784e-08;0.016;5.09451e-08;4.84795e-08;1.5657e-08;5;9
4.039;3.04217;3.04217;2.1963;2.1963;-4.63328e-08;1.92794e-08;0.016;5.35295e-08;4.94216e-08;2.05647e-08;5;9
4.055;3.07759;3.07759;2.22621;2.22621;-4.64931e-08;5.16932e-08;0.016;7.41606e-08;4.95926e-08;5.51395e-08;5;9
4.071;3.11326;3.11326;2.22746;2.22746;-4.58955e-08;8.23933e-08;0.016;1.00601e-07;4.89552e-08;8.78861e-08;5;9
4.087;3.14872;3.14872;2.20045;2.20045;-4.45366e-08;1.11304e-07;0.016;1.27876e-07;4.75057e-08;1.18724e-07;5;9
4.103;3.18353;3.18353;2.14596;2.14596;-4.24459e-08;1.38403e-07;0.016;1.54417e-07;4.52756e-08;1.4763e-07;5;9
4.119;3.21725;3.21725;2.06515;2.06515;-3.96844e-08;1.6368e-07;0.016;1.7965e-07;4.23301e-08;1.74592e-07;5;9
4.135;3.24948;3.24948;1.95949;1.95949;-3.6339e-08;1.87095e-07;0.016;2.03297e-07;3.87616e-08;1.99568e-07;5;9
4.151;3.27983;3.27983;1.83081;1.83081;-3.25149e-08;2.0855e-07;0.016;2.25141e-07;3.46825e-08;2.22454e-07;5;9
4.167;3.30795;3.30795;1.68116;1.68116;-2.83272e-08;2.2788e-07;0.016;2.44943e-07;3.02157e-08;2.43072e-07;5;9
4.183;3.33353;3.33353;1.51286;1.51286;-2.38918e-08;2.4485e-07;0.016;2.62413e-07;2.54846e-08;2.61173e-07;5;9
4.199;3.35628;3.35628;1.32839;1.32839;-1.93174e-08;2.59171e-07;0.016;2.77216e-07;2.06052e-08;2.76449e-07;5;9
4.215;3.37597;3.37597;1.13038;1.13038;-1.4699e-08;2.70531e-07;0.016;2.88992e-07;1.56789e-08;2.88566e-07;5;9
4.231;3.39239;3.39239;0.921569;0.921569;-1.01144e-08;2.78619e-07;0.016;2.97389e-07;1.07887e-08;2.97193e-07;5;9
4.247;3.40541;3.40541;0.704743;0.704743;-5.62219e-09;2.83159e-07;0.016;3.02095e-07;5.997e-09;3.02036e-07;5;9
4.263;3.41492;3.41492;0.482726;0.482726;-1.26271e-09;2.83935e-07;0.016;3.02867e-07;1.34689e-09;3.02864e-07;5;9
4.279;3.42085;3.42085;0.258336;0.258336;2.93972e-09;2.80814e-07;0.016;2.99552e-07;3.1357e-09;2.99535e-07;5;9
4.295;3.42319;3.42319;0.0343567;0.0343564;6.97287e-09;2.7376e-07;0.016;2.92105e-07;7.43773e-09;2.9201e-07;5;9
4.311;3.42196;3.42196;-0.186486;-0.186487;1.08321e-08;2.62838e-07;0.016;2.80599e-07;1.15542e-08;2.80361e-07;5;9
4.327;3.41725;3.41725;-0.40155;-0.40155;1.45154e-08;2.48222e-07;0.016;2.65222e-07;1.54831e-08;2.6477e-07;5;9
4.343;3.40916;3.40916;-0.608298;-0.608298;1.80192e-08;2.30184e-07;0.016;2.4628e-07;1.92205e-08;2.45529e-07;5;9
4.359;3.39784;3.39784;-0.804321;-0.804321;2.1334e-08;2.09086e-07;0.016;2.24183e-07;2.27563e-08;2.23025e-07;5;9
4.375;3.38349;3.38349;-0.98736;-0.987361;2.44423e-08;1.85366e-07;0.016;1.99435e-07;2.60717e-08;1.97724e-07;5;9
4.391;3.36633;3.36633;-1.15533;-1.15533;2.73163e-08;1.59517e-07;0.016;1.72628e-07;2.91373e-08;1.70151e-07;5;9
4.407;3.34661;3.34661;-1.30635;-1.30635;2.99186e-08;1.32064e-07;0.016;1.44438e-07;3.19132e-08;1.40868e-07;5;9
4.423;3.32462;3.32462;-1.43875;-1.43875;3.22034e-08;1.0354e-07;0.016;1.15661e-07;3.43503e-08;1.10443e-07;5;9
4.439;3.30068;3.30068;-1.55109;-1.55109;3.41192e-08;7.4461e-08;0.016;8.73662e-08;3.63939e-08;7.94251e-08;5;9
4.455;3.2751;3.2751;-1.64223;-1.64223;3.56133e-08;4.53028e-08;0.016;6.14668e-08;3.79875e-08;4.8323e-08;5;9
4.471;3.24824;3.24824;-1.71128;-1.71128;3.66357e-08;1.64842e-08;0.016;4.28516e-08;3.9078e-08;1.75831e-08;5;10
4.503;3.19212;3.19212;-1.78105;-1.78105;1.1912e-06;-4.56733e-07;0.032;1.36081e-06;1.27061e-06;4.87181e-07;5;10
4.519;3.16359;3.16359;-1.78152;-1.78152;3.65219e-08;-6.4767e-08;0.016;7.93116e-08;3.89567e-08;6.90848e-08;6;10
4.535;3.13523;3.13523;-1.7594;-1.7594;3.5382e-08;-8.93792e-08;0.016;1.02536e-07;3.77408e-08;9.53378e-08;6;10
4.551;3.10741;3.10741;-1.71531;-1.71531;3.37154e-08;-1.12502e-07;0.016;1.25276e-07;3.5963e-08;1.20003e-07;6;10
4.567;3.08046;3.08046;-1.65018;-1.65018;3.15632e-08;-1.34017e-07;0.016;1.46863e-07;3.36674e-08;1.42952e-07;6;10
4.583;3.05471;3.05471;-1.56519;-1.56519;2.89816e-08;-1.53802e-07;0.016;1.66942e-07;3.09137e-08;1.64055e-07;6;10
4.599;3.03047;3.03047;-1.46177;-1.46176;2.60375e-08;-1.71718e-07;0.016;1.8526e-07;2.77733e-08;1.83166e-07;6;10
4.615;3.00802;3.00802;-1.34156;-1.34156;2.28041e-08;-1.87608e-07;0.016;2.01588e-07;2.43244e-08;2.00115e-07;6;10
4.631;2.98762;2.98762;-1.20639;-1.20639;1.93561e-08;-2.01293e-07;0.016;2.15703e-07;2.06465e-08;2.14713e-07;6;10
4.647;2.96949;2.96949;-1.05825;-1.05825;1.57655e-08;-2.12582e-07;0.016;2.27377e-07;1.68166e-08;2.26755e-07;6;10
4.663;2.95381;2.95381;-0.899235;-0.899235;1.20983e-08;-2.21284e-07;0.016;2.36388e-07;1.29048e-08;2.36036e-07;6;10
4.679;2.94076;2.94076;-0.731535;-0.731534;8.41172e-09;-2.27219e-07;0.016;2.42533e-07;8.9725e-09;2.42367e-07;6;10
4.695;2.93044;2.93044;-0.557402;-0.557402;4.75353e-09;-2.30241e-07;0.016;2.45642e-07;5.07043e-09;2.4559e-07;6;10
4.711;2.92294;2.92294;-0.379119;-0.379119;1.16178e-09;-2.30243e-07;0.016;2.45596e-07;1.23924e-09;2.45592e-07;6;10
4.727;2.91832;2.91832;-0.198971;-0.198971;-2.3341e-09;-2.27176e-07;0.016;2.42334e-07;2.4897e-09;2.42321e-07;6;10
4.743;2.91657;2.91657;-0.0192203;-0.01922;-5.71154e-09;-2.21054e-07;0.016;2.3587e-07;6.09231e-09;2.35791e-07;6;10
4.759;2.91769;2.91769;0.157915;0.157915;-8.9526e-09;-2.11958e-07;0.016;2.2629e-07;9.54944e-09;2.26089e-07;6;10
4.775;2.9216;2.9216;0.330285;0.330285;-1.20415e-08;-2.00036e-07;0.016;2.13758e-07;1.28443e-08;2.13372e-07;6;10
4.791;2.92822;2.92822;0.49583;0.49583;-1.49626e-08;-1.85502e-07;0.016;1.98512e-07;1.59601e-08;1.97869e-07;6;10
4.807;2.93742;2.93742;0.6526;0.6526;-1.76979e-08;-1.68627e-07;0.016;1.80856e-07;1.88778e-08;1.79868e-07;6;10
4.823;2.94905;2.94905;0.798774;0.798774;-2.02266e-08;-1.49727e-07;0.016;1.6116e-07;2.1575e-08;1.59709e-07;6;10
4.839;2.96292;2.96292;0.932682;0.932682;-2.25236e-08;-1.29157e-07;0.016;1.39847e-07;2.40252e-08;1.37767e-07;6;10
4.855;2.97882;2.97882;1.05282;1.05282;-2.45605e-08;-1.0729e-07;0.016;1.17403e-07;2.61978e-08;1.14442e-07;6;10
4.871;2.99653;2.99653;1.15787;1.15787;-2.63059e-08;-8.4505e-08;0.016;9.44051e-08;2.80596e-08;9.01386e-08;6;10
4.887;3.01578;3.01578;1.24673;1.24673;-2.77277e-08;-6.11747e-08;0.016;7.16429e-08;2.95762e-08;6.5253e-08;6;10
4.903;3.03633;3.03633;1.31848;1.31848;-2.87949e-08;-3.76502e-08;0.016;5.05591e-08;3.07146e-08;4.01602e-08;6;10
4.919;3.05788;3.05788;1.37246;1.37246;-2.94801e-08;-1.42529e-08;0.016;3.49278e-08;3.14455e-08;1.52031e-08;6;11
4.951;3.10285;3.10285;1.42562;1.42562;-9.53373e-07;3.60069e-07;0.032;1.08704e-06;1.01693e-06;3.84073e-07;6;11
4.967;3.12567;3.12567;1.42465;1.42465;-2.90773e-08;5.24976e-08;0.016;6.40132e-08;3.10158e-08;5.59974e-08;7;11
4.983;3.14834;3.14834;1.40564;1.40564;-2.81159e-08;7.28823e-08;0.016;8.33252e-08;2.99903e-08;7.77411e-08;7;11
4.999;3.17056;3.17056;1.3691;1.3691;-2.67641e-08;9.20433e-08;0.016;1.02246e-07;2.85484e-08;9.81795e-08;7;11
5.015;3.19206;3.19206;1.31577;1.31577;-2.50519e-08;1.09832e-07;0.016;1.20163e-07;2.6722e-08;1.17154e-07;7;11
5.031;3.21258;3.21258;1.24663;1.24663;-2.30176e-08;1.26106e-07;0.016;1.36735e-07;2.45521e-08;1.34513e-07;7;11
5.047;3.23187;3.23187;1.16281;1.16281;-2.07062e-08;1.40725e-07;0.016;1.51723e-07;2.20867e-08;1.50107e-07;7;11
5.063;3.24972;3.24972;1.06563;1.06563;-1.8167e-08;1.5355e-07;0.016;1.64929e-07;1.93781e-08;1.63787e-07;7;11
5.079;3.26591;3.26591;0.956557;0.956557;-1.54504e-08;1.64441e-07;0.016;1.76177e-07;1.64805e-08;1.75404e-07;7;11
5.095;3.28027;3.28027;0.837174;0.837174;-1.26065e-08;1.73264e-07;0.016;1.85304e-07;1.34469e-08;1.84815e-07;7;11
5.111;3.29265;3.29265;0.709167;0.709167;-9.68235e-09;1.79895e-07;0.016;1.92166e-07;1.03278e-08;1.91888e-07;7;11
5.127;3.30293;3.30293;0.574299;0.574298;-6.72108e-09;1.84229e-07;0.016;1.96642e-07;7.16915e-09;1.96511e-07;7;11
5.143;3.311;3.311;0.43438;0.43438;-3.76092e-09;1.86187e-07;0.016;1.9864e-07;4.01165e-09;1.98599e-07;7;11
5.159;3.31681;3.31681;0.29125;0.29125;-8.35095e-10;1.85723e-07;0.016;1.98106e-07;8.90768e-10;1.98104e-07;7;11
5.175;3.32032;3.32032;0.146755;0.146754;2.02785e-09;1.8283e-07;0.016;1.95031e-07;2.16304e-09;1.95019e-07;7;11
5.191;3.32151;3.32151;0.00272025;0.00272007;4.80327e-09;1.77547e-07;0.016;1.89452e-07;5.12349e-09;1.89383e-07;7;11
5.207;3.32042;3.32042;-0.139062;-0.139062;7.46937e-09;1.69954e-07;0.016;1.81459e-07;7.96733e-09;1.81284e-07;7;11
5.223;3.31708;3.31708;-0.276858;-0.276858;1.00061e-08;1.6018e-07;0.016;1.71191e-07;1.06732e-08;1.70858e-07;7;11
5.239;3.31159;3.31159;-0.409008;-0.409008;1.23941e-08;1.48393e-07;0.016;1.58837e-07;1.32204e-08;1.58286e-07;7;11
5.255;3.30403;3.30403;-0.533947;-0.533947;1.46138e-08;1.348e-07;0.016;1.44629e-07;1.55881e-08;1.43786e-07;7;11
5.271;3.29455;3.29455;-0.650218;-0.650218;1.6645e-08;1.19638e-07;0.016;1.28843e-07;1.77546e-08;1.27614e-07;7;11
5.287;3.28328;3.28328;-0.756492;-0.756492;1.84664e-08;1.03168e-07;0.016;1.11795e-07;1.96975e-08;1.10046e-07;7;11
5.303;3.2704;3.2704;-0.851579;-0.851579;2.00563e-08;8.56644e-08;0.016;9.38463e-08;2.13934e-08;9.13754e-08;7;11
5.319;3.25609;3.25609;-0.934443;-0.934443;2.13929e-08;6.74068e-08;0.016;7.54348e-08;2.28191e-08;7.19006e-08;7;11
5.335;3.24057;3.24057;-1.00422;-1.00422;2.24554e-08;4.86727e-08;0.016;5.71765e-08;2.39524e-08;5.19176e-08;7;11
5.351;3.22403;3.22403;-1.06021;-1.06021;2.32252e-08;2.97292e-08;0.016;4.02408e-08;2.47735e-08;3.17111e-08;7;12
5.383;3.18885;3.18885;-1.129;-1.129;7.59743e-07;2.72795e-07;0.032;8.6105e-07;8.10393e-07;2.90981e-07;7;12
5.415;3.15241;3.15241;-1.13904;-1.13904;7.55402e-07;-8.98415e-07;0.032;1.25204e-06;8.05762e-07;9.5831e-07;7;12
5.431;3.1343;3.1343;-1.12232;-1.12232;2.23423e-08;-6.00119e-08;0.016;6.8305e-08;2.38318e-08;6.40127e-08;8;12
5.447;3.11657;3.11657;-1.09163;-1.09163;2.12364e-08;-7.56153e-08;0.016;8.37769e-08;2.26522e-08;8.06564e-08;8;12
5.463;3.09944;3.09944;-1.04758;-1.04758;1.98574e-08;-9.0066e-08;0.016;9.83777e-08;2.11812e-08;9.60704e-08;8;12
5.479;3.08311;3.08311;-0.99096;-0.99096;1.8233e-08;-1.03229e-07;0.016;1.11816e-07;1.94485e-08;1.10111e-07;8;12
5.495;3.06779;3.06779;-0.922687;-0.922687;1.6395e-08;-1.1498e-07;0.016;1.23886e-07;1.7488e-08;1.22645e-07;8;12
5.511;3.05364;3.05364;-0.843826;-0.843826;1.43779e-08;-1.25199e-07;0.016;1.34423e-07;1.53365e-08;1.33545e-07;8;12
5.527;3.04083;3.04083;-0.755554;-0.755554;1.22178e-08;-1.33778e-07;0.016;1.43291e-07;1.30324e-08;1.42697e-07;8;12
5.543;3.02951;3.02951;-0.659148;-0.659148;9.95068e-09;-1.40621e-07;0.016;1.5037e-07;1.06141e-08;1.49995e-07;8;12
5.559;3.01978;3.01978;-0.555963;-0.555963;7.61138e-09;-1.45643e-07;0.016;1.55565e-07;8.11881e-09;1.55353e-07;8;12
5.575;3.01174;3.01174;-0.447416;-0.447416;5.23299e-09;-1.48783e-07;0.016;1.588e-07;5.58185e-09;1.58702e-07;8;12
5.591;3.00548;3.00548;-0.334964;-0.334963;2.8461e-09;-1.49998e-07;0.016;1.60026e-07;3.03584e-09;1.59997e-07;8;12
5.607;3.00104;3.00104;-0.220086;-0.220086;4.78718e-10;-1.49273e-07;0.016;1.59225e-07;5.10632e-10;1.59224e-07;8;12
5.623;2.99844;2.99844;-0.104268;-0.104268;-1.84376e-09;-1.46623e-07;0.016;1.5641e-07;1.96667e-09;1.56397e-07;8;12
5.639;2.9977;2.9977;0.0110209;0.011021;-4.09819e-09;-1.42092e-07;0.016;1.51628e-07;4.3714e-09;1.51564e-07;8;12
5.655;2.99879;2.99879;0.124342;0.124342;-6.26332e-09;-1.35757e-07;0.016;1.44961e-07;6.68087e-09;1.44807e-07;8;12
5.671;3.00166;3.00166;0.234302;0.234302;-8.3193e-09;-1.27725e-07;0.016;1.36528e-07;8.87392e-09;1.3624e-07;8;12
5.687;3.00626;3.00626;0.339575;0.339575;-1.02472e-08;-1.18131e-07;0.016;1.26479e-07;1.09304e-08;1.26006e-07;8;12
5.703;3.0125;3.0125;0.438908;0.438908;-1.20288e-08;-1.07135e-07;0.016;1.14996e-07;1.28308e-08;1.14278e-07;8;12
5.719;3.02027;3.02027;0.531143;0.531143;-1.36463e-08;-9.49197e-08;0.016;1.02289e-07;1.45561e-08;1.01248e-07;8;12
5.735;3.02945;3.02945;0.615225;0.615226;-1.50823e-08;-8.16812e-08;0.016;8.85994e-08;1.60878e-08;8.71266e-08;8;12
5.751;3.0399;3.0399;0.690219;0.690219;-1.63203e-08;-6.76268e-08;0.016;7.42061e-08;1.74083e-08;7.21352e-08;8;12
5.767;3.05148;3.05148;0.755311;0.755311;-1.73447e-08;-5.29688e-08;0.016;5.9452e-08;1.8501e-08;5.65e-08;8;12
5.783;3.06402;3.06402;0.809829;0.809829;-1.81416e-08;-3.79192e-08;0.016;4.48378e-08;1.93511e-08;4.04471e-08;8;13
5.815;3.09126;3.09126;0.88516;0.88516;-6.00543e-07;-6.62777e-07;0.032;9.54011e-07;6.40579e-07;7.06962e-07;8;13
5.847;3.12017;3.12017;0.913765;0.913765;-6.09973e-07;3.02107e-07;0.032;7.26067e-07;6.50638e-07;3.22248e-07;8;13
5.879;3.14924;3.14924;0.895637;0.895636;-5.87246e-07;1.21643e-06;0.032;1.44081e-06;6.26395e-07;1.29752e-06;8;13
