xi;vi;vi2;v'i;v'i2;vi-vi2;v'i-v'i2;hi;E;E_v;E_v';c1;c2
5.823;1.32045;1.32045;2.41893;2.41893;2.09126e-08;-2.3981e-07;0.032;2.56768e-07;2.23068e-08;2.55797e-07;4;9
5.855;1.40285;1.40285;2.73182;2.73182;2.76135e-08;-2.39663e-07;0.032;2.57331e-07;2.94544e-08;2.5564e-07;4;9
5.887;1.49534;1.49534;3.0493;3.0493;3.41408e-08;-2.27927e-07;0.032;2.45834e-07;3.64168e-08;2.43122e-07;4;9
5.919;1.59803;1.59803;3.36906;3.36906;3.92683e-08;-1.99655e-07;0.032;2.17045e-07;4.18862e-08;2.12965e-07;4;9
5.951;1.71095;1.71095;3.6878;3.6878;4.12981e-08;-1.50324e-07;0.032;1.66286e-07;4.40513e-08;1.60345e-07;4;9
5.983;1.83399;1.83399;4.00117;4.00117;3.81502e-08;-7.73844e-08;0.032;9.20292e-08;4.06935e-08;8.25434e-08;4;9
6.015;1.96691;1.96691;4.3038;4.3038;2.76316e-08;1.76523e-08;0.032;3.49748e-08;2.94737e-08;1.88292e-08;4;10
6.047;2.10925;2.10925;4.58936;4.58936;7.92053e-09;1.27087e-07;0.032;1.35823e-07;8.44856e-09;1.3556e-07;5;10
6.079;2.26037;2.26037;4.85079;4.85079;-2.17626e-08;2.35824e-07;0.032;2.52615e-07;2.32134e-08;2.51546e-07;5;10
6.111;2.41937;2.41937;5.08062;5.08062;-6.04391e-08;3.22357e-07;0.032;3.49838e-07;6.44683e-08;3.43847e-07;5;10
6.143;2.58511;2.58511;5.27147;5.27147;-1.04876e-07;3.62923e-07;0.032;4.02957e-07;1.11867e-07;3.87118e-07;5;10
6.175;2.75625;2.75625;5.41659;5.41659;-1.49628e-07;3.38631e-07;0.032;3.94896e-07;1.59604e-07;3.61206e-07;5;10
6.207;2.93123;2.93123;5.51045;5.51045;-1.87851e-07;2.43455e-07;0.032;3.28004e-07;2.00375e-07;2.59685e-07;5;10
6.239;3.10833;3.10833;5.54932;5.54932;-2.12815e-07;8.953e-08;0.032;2.46273e-07;2.27003e-07;9.54987e-08;5;10
6.271;3.28578;3.28578;5.53159;5.53159;-2.19718e-07;-9.36691e-08;0.032;2.54774e-07;2.34366e-07;9.99137e-08;5;10
6.303;3.46176;3.46176;5.45799;5.45799;-2.07114e-07;-2.67136e-07;0.032;3.60555e-07;2.20922e-07;2.84945e-07;5;10
6.335;3.63452;3.63452;5.33151;5.33151;-1.77377e-07;-3.94351e-07;0.032;4.61233e-07;1.89203e-07;4.20641e-07;5;10
6.367;3.80246;3.80246;5.15705;5.15705;-1.35971e-07;-4.52294e-07;0.032;5.03776e-07;1.45036e-07;4.82447e-07;5;10
6.399;3.96413;3.96413;4.94098;4.94098;-8.98656e-08;-4.36789e-07;0.032;4.75667e-07;9.58567e-08;4.65908e-07;5;10
6.431;4.11832;4.11832;4.6905;4.6905;-4.57326e-08;-3.60699e-07;0.032;3.87826e-07;4.87815e-08;3.84746e-07;5;10
6.463;4.26404;4.26404;4.41312;4.41312;-8.56115e-09;-2.47003e-07;0.032;2.63628e-07;9.13189e-09;2.6347e-07;5;10
6.495;4.40055;4.40055;4.11609;4.11609;1.8968e-08;-1.20541e-07;0.032;1.30159e-07;2.02325e-08;1.28577e-07;5;10
6.527;4.52733;4.52733;3.80606;3.80606;3.63709e-08;-1.67191e-09;0.032;3.88366e-08;3.87957e-08;1.78337e-09;5;11
6.559;4.64406;4.64406;3.48877;3.48877;4.47783e-08;9.67374e-08;0.032;1.13705e-07;4.77636e-08;1.03187e-07;6;11
6.591;4.75058;4.75058;3.16896;3.16896;4.62017e-08;1.69328e-07;0.032;1.8722e-07;4.92818e-08;1.80617e-07;6;11
6.623;4.84688;4.84688;2.8503;2.8503;4.28901e-08;2.16478e-07;0.032;2.35399e-07;4.57495e-08;2.3091e-07;6;11
6.655;4.93304;4.93304;2.53547;2.53547;3.68913e-08;2.41992e-07;0.032;2.61107e-07;3.93507e-08;2.58124e-07;6;11
6.687;5.00921;5.00921;2.22627;2.22627;2.98274e-08;2.51078e-07;0.032;2.697e-07;3.18159e-08;2.67817e-07;6;11
6.719;5.0756;5.0756;1.92368;1.92368;2.28366e-08;2.48965e-07;0.032;2.66678e-07;2.4359e-08;2.65563e-07;6;11
6.751;5.1324;5.1324;1.62804;1.62804;1.66161e-08;2.40146e-07;0.032;2.56768e-07;1.77239e-08;2.56155e-07;6;11
6.783;5.17986;5.17986;1.33916;1.33916;1.15116e-08;2.28104e-07;0.032;2.43621e-07;1.22791e-08;2.43311e-07;6;11
6.815;5.21818;5.21818;1.05644;1.05644;7.61514e-09;2.1534e-07;0.032;2.2984e-07;8.12282e-09;2.29696e-07;6;11
6.847;5.24753;5.24753;0.778941;0.778941;4.85051e-09;2.03531e-07;0.032;2.17161e-07;5.17388e-09;2.17099e-07;6;11
6.879;5.26807;5.26807;0.505495;0.505495;3.03941e-09;1.93732e-07;0.032;2.06673e-07;3.24203e-09;2.06647e-07;6;11
6.911;5.27991;5.27991;0.234771;0.234771;1.94673e-09;1.86569e-07;0.032;1.99018e-07;2.07651e-09;1.99007e-07;6;11
6.943;5.28311;5.28311;-0.0346645;-0.0346647;1.30917e-09;1.82383e-07;0.032;1.94547e-07;1.39645e-09;1.94542e-07;6;11
6.975;5.27769;5.27769;-0.304291;-0.304292;8.51447e-10;1.81329e-07;0.032;1.93419e-07;9.0821e-10;1.93417e-07;6;11
7.007;5.26362;5.26362;-0.575582;-0.575582;2.95174e-10;1.83427e-07;0.032;1.95656e-07;3.14852e-10;1.95656e-07;6;11
7.039;5.24082;5.24082;-0.84995;-0.849951;-6.34905e-10;1.8857e-07;0.032;2.01143e-07;6.77232e-10;2.01142e-07;6;11
7.071;5.20917;5.20917;-1.12869;-1.12869;-2.20285e-09;1.96477e-07;0.032;2.09588e-07;2.34971e-09;2.09575e-07;6;11
7.103;5.16853;5.16853;-1.41292;-1.41292;-4.64692e-09;2.06605e-07;0.032;2.20434e-07;4.95671e-09;2.20378e-07;6;11
7.135;5.11868;5.11868;-1.70349;-1.70349;-8.15359e-09;2.18014e-07;0.032;2.32711e-07;8.69716e-09;2.32549e-07;6;11
7.167;5.05943;5.05943;-2.00092;-2.00092;-1.28156e-08;2.29192e-07;0.032;2.44854e-07;1.367e-08;2.44472e-07;6;11
7.199;4.99055;4.99055;-2.30527;-2.30527;-1.85702e-08;2.37859e-07;0.032;2.54488e-07;1.98082e-08;2.53716e-07;6;11
7.231;4.91182;4.91182;-2.61605;-2.61605;-2.51177e-08;2.40812e-07;0.032;2.58259e-07;2.67922e-08;2.56866e-07;6;11
7.263;4.82306;4.82306;-2.93207;-2.93207;-3.18263e-08;2.33903e-07;0.032;2.51795e-07;3.3948e-08;2.49496e-07;6;11
7.295;4.72413;4.72413;-3.25132;-3.25132;-3.76418e-08;2.12291e-07;0.032;2.29976e-07;4.01513e-08;2.26444e-07;6;11
7.327;4.61498;4.61498;-3.57088;-3.57088;-4.10368e-08;1.71151e-07;0.032;1.87736e-07;4.37726e-08;1.82562e-07;6;11
7.359;4.49564;4.49564;-3.88679;-3.88679;-4.00514e-08;1.06988e-07;0.032;1.21855e-07;4.27215e-08;1.1412e-07;6;11
7.391;4.36631;4.36631;-4.19406;-4.19406;-3.24896e-08;1.95564e-08;0.032;4.04494e-08;3.46556e-08;2.08601e-08;6;12
7.423;4.22737;4.22737;-4.4867;-4.4867;-1.63231e-08;-8.59365e-08;0.032;9.33045e-08;1.74113e-08;9.16656e-08;7;12
7.455;4.07939;4.07939;-4.75786;-4.75786;9.69674e-09;-1.97146e-07;0.032;2.10544e-07;1.03432e-08;2.10289e-07;7;12
7.487;3.92318;3.92318;-5.0002;-5.0002;4.53143e-08;-2.94622e-07;0.032;3.17958e-07;4.83352e-08;3.14263e-07;7;12
7.519;3.75977;3.75977;-5.20622;-5.20622;8.81562e-08;-3.54736e-07;0.032;3.89894e-07;9.40332e-08;3.78385e-07;7;12
7.551;3.59044;3.59044;-5.36889;-5.36889;1.33541e-07;-3.55853e-07;0.032;4.05424e-07;1.42444e-07;3.79577e-07;7;12
7.583;3.41669;3.41669;-5.48215;-5.48215;1.74994e-07;-2.86369e-07;0.032;3.57978e-07;1.86661e-07;3.0546e-07;7;12
7.615;3.24016;3.24016;-5.54156;-5.54156;2.05536e-07;-1.51453e-07;0.032;2.7233e-07;2.19239e-07;1.6155e-07;7;12
7.647;3.06263;3.06263;-5.5447;-5.5447;2.19453e-07;2.52419e-08;0.032;2.35626e-07;2.34083e-07;2.69247e-08;7;12
7.679;2.8859;2.8859;-5.49143;-5.49143;2.1395e-07;2.06942e-07;0.032;3.17501e-07;2.28213e-07;2.20738e-07;7;12
7.711;2.71176;2.71176;-5.38393;-5.38393;1.90018e-07;3.54758e-07;0.032;4.29273e-07;2.02686e-07;3.78409e-07;7;12
7.743;2.54186;2.54186;-5.22645;-5.22645;1.52135e-07;4.39709e-07;0.032;4.96302e-07;1.62278e-07;4.69023e-07;7;12
7.775;2.37773;2.37773;-5.02488;-5.02488;1.06931e-07;4.50526e-07;0.032;4.93911e-07;1.14059e-07;4.80561e-07;7;12
7.807;2.22067;2.22067;-4.7862;-4.7862;6.13805e-08;3.94412e-07;0.032;4.2577e-07;6.54725e-08;4.20706e-07;7;12
7.839;2.07173;2.07173;-4.51785;-4.51785;2.12089e-08;2.91597e-07;0.032;3.11858e-07;2.26228e-08;3.11036e-07;7;12
7.871;1.93176;1.93176;-4.22724;-4.22724;-1.00319e-08;1.67126e-07;0.032;1.78589e-07;1.07007e-08;1.78268e-07;7;12
7.903;1.80135;1.80136;-3.92128;-3.92128;-3.10995e-08;4.3543e-08;0.032;5.70759e-08;3.31728e-08;4.64459e-08;7;12
7.935;1.6809;1.6809;-3.60605;-3.60605;-4.26143e-08;-6.33899e-08;0.032;8.14745e-08;4.54553e-08;6.76159e-08;7;12
7.967;1.57061;1.57061;-3.28668;-3.28668;-4.63469e-08;-1.45692e-07;0.032;1.63079e-07;4.94367e-08;1.55405e-07;7;12
7.999;1.47055;1.47055;-2.96723;-2.96723;-4.4522e-08;-2.01894e-07;0.032;2.20528e-07;4.74901e-08;2.15354e-07;7;12
8.031;1.38068;1.38068;-2.65074;-2.65074;-3.92981e-08;-2.34801e-07;0.032;2.53938e-07;4.1918e-08;2.50455e-07;7;12
8.063;1.30085;1.30085;-2.33932;-2.33932;-3.24683e-08;-2.49303e-07;0.032;2.68169e-07;3.46329e-08;2.65923e-07;7;12
8.095;1.23089;1.23089;-2.03422;-2.03422;-2.53479e-08;-2.5074e-07;0.032;2.68819e-07;2.70377e-08;2.67456e-07;7;12
8.127;1.17059;1.17059;-1.73602;-1.73602;-1.87872e-08;-2.43928e-07;0.032;2.60961e-07;2.00397e-08;2.6019e-07;7;12
8.159;1.11971;1.11971;-1.44471;-1.44471;-1.325e-08;-2.32732e-07;0.032;2.48649e-07;1.41333e-08;2.48247e-07;7;12
8.191;1.07806;1.07806;-1.15981;-1.15981;-8.91054e-09;-2.2e-07;0.032;2.34859e-07;9.50458e-09;2.34666e-07;7;12
8.223;1.04543;1.04543;-0.880517;-0.880517;-5.74591e-09;-2.07687e-07;0.032;2.21618e-07;6.12897e-09;2.21533e-07;7;12
8.255;1.02166;1.02166;-0.605727;-0.605726;-3.60902e-09;-1.97057e-07;0.032;2.10229e-07;3.84962e-09;2.10194e-07;7;12
8.287;1.00662;1.00662;-0.334163;-0.334163;-2.28155e-09;-1.88872e-07;0.032;2.01478e-07;2.43366e-09;2.01463e-07;7;12
8.319;1.00025;1.00025;-0.0644242;-0.0644241;-1.50814e-09;-1.83564e-07;0.032;1.95808e-07;1.60869e-09;1.95802e-07;7;12
8.351;1.0025;1.0025;0.20496;0.20496;-1.01658e-09;-1.81349e-07;0.032;1.93441e-07;1.08436e-09;1.93438e-07;7;12
8.383;1.01338;1.01338;0.47547;0.47547;-5.28876e-10;-1.82292e-07;0.032;1.94446e-07;5.64134e-10;1.94445e-07;7;12
8.415;1.03296;1.03296;0.748547;0.748547;2.3213e-10;-1.86337e-07;0.032;1.9876e-07;2.47606e-10;1.9876e-07;7;12
8.447;1.06133;1.06133;1.02554;1.02554;1.53587e-09;-1.93273e-07;0.032;2.06165e-07;1.63826e-09;2.06158e-07;7;12
8.479;1.09864;1.09864;1.30763;1.30763;3.63239e-09;-2.02668e-07;0.032;2.16214e-07;3.87455e-09;2.1618e-07;7;12
8.511;1.14508;1.14508;1.59579;1.59579;6.73118e-09;-2.13748e-07;0.032;2.28111e-07;7.17993e-09;2.27998e-07;7;12
8.543;1.20085;1.20085;1.89066;1.89066;1.09655e-08;-2.25231e-07;0.032;2.40531e-07;1.16966e-08;2.40247e-07;7;12
8.575;1.26616;1.26616;2.19249;2.19249;1.63384e-08;-2.35143e-07;0.032;2.51424e-07;1.74276e-08;2.50819e-07;7;12
8.607;1.34124;1.34124;2.501;2.50101;2.26479e-08;-2.40632e-07;0.032;2.57809e-07;2.41577e-08;2.56675e-07;7;12
8.639;1.42628;1.42628;2.81528;2.81528;2.93957e-08;-2.37889e-07;0.032;2.55678e-07;3.13554e-08;2.53748e-07;7;12
8.671;1.52146;1.52146;3.13363;3.13363;3.5692e-08;-2.22271e-07;0.032;2.40126e-07;3.80715e-08;2.37089e-07;7;12
8.703;1.62685;1.62685;3.45348;3.45348;4.0185e-08;-1.8883e-07;0.032;2.05929e-07;4.2864e-08;2.01418e-07;7;12
8.735;1.74246;1.74246;3.77126;3.77126;4.10607e-08;-1.33386e-07;0.032;1.48867e-07;4.37981e-08;1.42279e-07;7;12
8.767;1.86814;1.86814;4.08236;4.08236;3.61749e-08;-5.42467e-08;0.032;6.9549e-08;3.85865e-08;5.78632e-08;7;12
8.799;2.0036;2.0036;4.38113;4.38113;2.33764e-08;4.56341e-08;0.032;5.46912e-08;2.49348e-08;4.86763e-08;7;12
8.831;2.14834;2.14834;4.66103;4.66103;1.04805e-09;1.56655e-07;0.032;1.67102e-07;1.11792e-09;1.67098e-07;7;12
8.863;2.30163;2.30163;4.91485;4.91485;-3.11915e-08;2.61812e-07;0.032;2.81241e-07;3.3271e-08;2.79266e-07;7;12
8.895;2.46253;2.46253;5.13509;5.13509;-7.18e-08;3.38461e-07;0.032;3.69059e-07;7.65867e-08;3.61025e-07;7;12
8.927;2.62984;2.62984;5.31448;5.31448;-1.16927e-07;3.63345e-07;0.032;4.07142e-07;1.24722e-07;3.87568e-07;7;12
8.959;2.80215;2.80215;5.44654;5.44654;-1.60648e-07;3.20232e-07;0.032;3.82153e-07;1.71358e-07;3.41581e-07;7;12
8.991;2.97786;2.97786;5.52616;5.52616;-1.95976e-07;2.07581e-07;0.032;3.04508e-07;2.09041e-07;2.2142e-07;7;12
9.023;3.15523;3.15523;5.55015;5.55015;-2.1652e-07;4.24836e-08;0.032;2.35358e-07;2.30954e-07;4.53158e-08;7;12
9.055;3.33246;3.33246;5.5175;5.5175;-2.18254e-07;-1.4206e-07;0.032;2.77776e-07;2.32804e-07;1.51531e-07;7;12
9.087;3.50776;3.50776;5.42956;5.42956;-2.00748e-07;-3.06472e-07;0.032;3.90792e-07;2.14131e-07;3.26904e-07;7;12
9.119;3.6794;3.6794;5.28986;5.28986;-1.67304e-07;-4.16897e-07;0.032;4.79163e-07;1.78458e-07;4.44691e-07;7;12
9.151;3.84581;3.84581;5.10375;5.10375;-1.23962e-07;-4.55069e-07;0.032;5.03094e-07;1.32226e-07;4.85407e-07;7;12
9.183;4.00562;4.00562;4.87787;4.87787;-7.77784e-08;-4.21754e-07;0.032;4.57457e-07;8.29636e-08;4.49871e-07;7;12
9.215;4.15765;4.15765;4.61957;4.61957;-3.50888e-08;-3.33285e-07;0.032;3.57469e-07;3.74281e-08;3.55504e-07;7;12
9.247;4.301;4.301;4.33631;4.33631;-2.99897e-10;-2.13901e-07;0.032;2.28161e-07;3.1989e-10;2.28161e-07;7;12
9.279;4.43498;4.43498;4.03524;4.03524;2.45236e-08;-8.77463e-08;0.032;9.71828e-08;2.61585e-08;9.3596e-08;7;12
9.311;4.55914;4.55914;3.72277;3.72277;3.93924e-08;2.66437e-08;0.032;5.07273e-08;4.20186e-08;2.842e-08;7;12
9.343;4.67318;4.67318;3.4044;3.4044;4.57405e-08;1.18482e-07;0.032;1.35471e-07;4.87899e-08;1.2638e-07;7;12
9.375;4.777;4.777;3.08457;3.08457;4.56974e-08;1.84137e-07;0.032;2.02371e-07;4.87439e-08;1.96413e-07;7;12
9.407;4.87061;4.87061;2.76671;2.76671;4.14923e-08;2.25115e-07;0.032;2.44168e-07;4.42584e-08;2.40123e-07;7;12
9.439;4.95412;4.95412;2.45323;2.45323;3.50744e-08;2.45765e-07;0.032;2.64806e-07;3.74127e-08;2.62149e-07;7;12
9.471;5.02768;5.02768;2.1457;2.1457;2.79387e-08;2.51408e-07;0.032;2.69819e-07;2.98012e-08;2.68168e-07;7;12
9.503;5.09152;5.09152;1.84494;1.84493;2.10997e-08;2.47127e-07;0.032;2.64561e-07;2.25063e-08;2.63602e-07;7;12
9.535;5.14583;5.14583;1.55112;1.55112;1.51523e-08;2.3716e-07;0.032;2.53487e-07;1.61625e-08;2.52971e-07;7;12
9.567;5.19086;5.19086;1.26394;1.26394;1.03662e-08;2.24722e-07;0.032;2.39959e-07;1.10572e-08;2.39704e-07;7;12
9.599;5.22679;5.22679;0.982702;0.982702;6.78111e-09;2.12076e-07;0.032;2.26331e-07;7.23319e-09;2.26215e-07;7;12
9.631;5.2538;5.2538;0.706394;0.706393;4.28856e-09;2.00716e-07;0.032;2.14146e-07;4.57447e-09;2.14097e-07;7;12
9.663;5.27204;5.27204;0.433801;0.4338;2.69154e-09;1.91566e-07;0.032;2.04358e-07;2.87098e-09;2.04337e-07;7;12
9.695;5.28159;5.28159;0.163559;0.163559;1.74532e-09;1.85165e-07;0.032;1.97519e-07;1.86168e-09;1.9751e-07;7;12
9.727;5.28252;5.28252;-0.105783;-0.105783;1.18223e-09;1.81797e-07;0.032;1.93921e-07;1.26105e-09;1.93917e-07;7;12
9.759;5.27482;5.27482;-0.375708;-0.375708;7.25503e-10;1.81579e-07;0.032;1.93685e-07;7.7387e-10;1.93684e-07;7;12
9.791;5.25845;5.25845;-0.647678;-0.647678;9.69766e-11;1.84498e-07;0.032;1.96798e-07;1.03442e-10;1.96797e-07;7;12
9.823;5.23333;5.23333;-0.923081;-0.923082;-9.76618e-10;1.90406e-07;0.032;2.03103e-07;1.04173e-09;2.031e-07;7;12
9.855;5.19932;5.19932;-1.20317;-1.20317;-2.75432e-09;1.98965e-07;0.032;2.1225e-07;2.93794e-09;2.1223e-07;7;12
9.887;5.15626;5.15626;-1.48901;-1.48901;-5.46381e-09;2.09543e-07;0.032;2.23589e-07;5.82807e-09;2.23513e-07;7;12
9.919;5.10396;5.10396;-1.78136;-1.78136;-9.27166e-09;2.21067e-07;0.032;2.36012e-07;9.88977e-09;2.35804e-07;7;12
9.951;5.04218;5.04218;-2.08063;-2.08063;-1.42364e-08;2.31838e-07;0.032;2.4776e-07;1.51855e-08;2.47294e-07;7;12
9.983;4.97072;4.97072;-2.38675;-2.38675;-2.02413e-08;2.39347e-07;0.032;2.56215e-07;2.15908e-08;2.55304e-07;7;12
10;4.92875;4.92875;-2.55196;-2.55196;-1.13423e-09;1.02848e-08;0.017;2.56215e-07;2.15908e-08;2.55304e-07;7;12
