xi;vi;vi2;v'i;v'i2;vi-vi2;v'i-v'i2;hi;E;E_v;E_v';c1;c2
6.607;9.49473;9.49473;-0.379611;-0.379611;3.52986e-07;-2.51706e-07;0.064;4.6244e-07;3.76518e-07;2.68487e-07;4;10
6.671;9.46996;9.46996;-0.391703;-0.391702;3.32801e-07;-4.48671e-07;0.064;5.95867e-07;3.54987e-07;4.78582e-07;4;10
6.735;9.44494;9.44494;-0.387573;-0.387573;3.00212e-07;-6.14586e-07;0.064;7.2959e-07;3.20227e-07;6.55559e-07;4;10
6.799;9.42067;9.42067;-0.368379;-0.368378;2.57112e-07;-7.45428e-07;0.064;8.41092e-07;2.74252e-07;7.95123e-07;4;10
6.863;9.39807;9.39807;-0.335809;-0.335808;2.05928e-07;-8.38939e-07;0.064;9.21433e-07;2.19656e-07;8.94868e-07;4;10
6.927;9.37793;9.37793;-0.291985;-0.291985;1.49432e-07;-8.94334e-07;0.064;9.67181e-07;1.59394e-07;9.53956e-07;4;10
6.991;9.36089;9.36089;-0.239346;-0.239345;9.04938e-08;-9.12057e-07;0.064;9.77638e-07;9.65267e-08;9.72861e-07;4;10
7.055;9.34742;9.34742;-0.180524;-0.180523;3.18512e-08;-8.93649e-07;0.064;9.53831e-07;3.39746e-08;9.53226e-07;4;10
7.119;9.33785;9.33785;-0.118232;-0.118231;-2.40664e-08;-8.41709e-07;0.064;8.9819e-07;2.56709e-08;8.97823e-07;4;10
7.183;9.33231;9.33231;-0.0551438;-0.055143;-7.52333e-08;-7.59882e-07;0.064;8.14504e-07;8.02488e-08;8.10541e-07;4;10
7.247;9.33076;9.33076;0.00620492;0.00620558;-1.2005e-07;-6.52825e-07;0.064;7.08023e-07;1.28054e-07;6.96347e-07;4;10
7.311;9.33302;9.33302;0.0635062;0.0635067;-1.57319e-07;-5.26075e-07;0.064;5.857e-07;1.67807e-07;5.61147e-07;4;10
7.375;9.33876;9.33876;0.114755;0.114755;-1.86197e-07;-3.85823e-07;0.064;4.56963e-07;1.9861e-07;4.11544e-07;4;10
7.439;9.34754;9.34754;0.158305;0.158305;-2.06156e-07;-2.38595e-07;0.064;3.36343e-07;2.199e-07;2.54501e-07;4;10
7.503;9.35883;9.35883;0.192914;0.192914;-2.16967e-07;-9.08903e-08;0.064;2.50917e-07;2.31431e-07;9.69496e-08;4;10
7.567;9.37202;9.37202;0.217767;0.217767;-2.18699e-07;5.11721e-08;0.064;2.3958e-07;2.33279e-07;5.45835e-08;4;10
7.631;9.38649;9.38649;0.23248;0.232479;-2.11737e-07;1.82159e-07;0.064;2.97931e-07;2.25853e-07;1.94303e-07;4;10
7.695;9.40156;9.40156;0.237095;0.237095;-1.96783e-07;2.97536e-07;0.064;3.80505e-07;2.09902e-07;3.17372e-07;4;10
7.759;9.41663;9.41663;0.232052;0.232051;-1.74851e-07;3.93785e-07;0.064;4.59583e-07;1.86508e-07;4.20038e-07;4;10
7.823;9.43108;9.43108;0.218146;0.218146;-1.47217e-07;4.68435e-07;0.064;5.23759e-07;1.57032e-07;4.99664e-07;4;10
7.887;9.44438;9.44438;0.196478;0.196477;-1.15357e-07;5.20033e-07;0.064;5.68185e-07;1.23048e-07;5.54702e-07;4;10
7.951;9.45609;9.45609;0.168385;0.168384;-8.08536e-08;5.48081e-07;0.064;5.90947e-07;8.62439e-08;5.8462e-07;4;10
8.015;9.46583;9.46583;0.135379;0.135378;-4.53012e-08;5.5297e-07;0.064;5.9181e-07;4.83213e-08;5.89834e-07;4;10
8.079;9.47335;9.47335;0.0990704;0.0990698;-1.0221e-08;5.35901e-07;0.064;5.71732e-07;1.09024e-08;5.71628e-07;4;10
8.143;9.47848;9.47848;0.0610999;0.0610994;2.30094e-08;4.9882e-07;0.064;5.3264e-07;2.45433e-08;5.32074e-07;4;10
8.207;9.48117;9.48117;0.0230708;0.0230703;5.3202e-08;4.44324e-07;0.064;4.77331e-07;5.67488e-08;4.73946e-07;4;10
8.271;9.48146;9.48146;-0.0135117;-0.013512;7.93846e-08;3.75561e-07;0.064;4.0945e-07;8.46769e-08;4.00599e-07;4;10
8.335;9.4795;9.4795;-0.0472929;-0.0472932;1.00811e-07;2.96089e-07;0.064;3.33633e-07;1.07532e-07;3.15829e-07;4;10
8.399;9.47549;9.47549;-0.0771127;-0.0771129;1.16961e-07;2.09717e-07;0.064;2.56136e-07;1.24759e-07;2.23698e-07;4;10
8.463;9.46973;9.46973;-0.102039;-0.102039;1.2754e-07;1.20329e-07;0.064;1.87034e-07;1.36043e-07;1.28351e-07;4;10
8.527;9.46255;9.46255;-0.121389;-0.121389;1.3247e-07;3.17031e-08;0.064;1.45292e-07;1.41302e-07;3.38167e-08;4;10
8.591;9.45432;9.45432;-0.134743;-0.134743;1.31889e-07;-5.2652e-08;0.064;1.51477e-07;1.40681e-07;5.61621e-08;4;10
8.655;9.44544;9.44544;-0.141944;-0.141944;1.26134e-07;-1.29636e-07;0.064;1.92932e-07;1.34543e-07;1.38278e-07;4;10
8.719;9.43628;9.43628;-0.143087;-0.143087;1.15732e-07;-1.96661e-07;0.064;2.434e-07;1.23448e-07;2.09772e-07;4;10
8.783;9.42724;9.42724;-0.138502;-0.138501;1.01369e-07;-2.51716e-07;0.064;2.89452e-07;1.08127e-07;2.68497e-07;4;10
8.847;9.41867;9.41867;-0.128724;-0.128724;8.38559e-08;-2.93402e-07;0.064;3.25493e-07;8.94463e-08;3.12962e-07;4;10
8.911;9.41086;9.41086;-0.114464;-0.114463;6.40899e-08;-3.20932e-07;0.064;3.49087e-07;6.83626e-08;3.42328e-07;4;10
8.975;9.40409;9.40409;-0.0965612;-0.0965609;4.30066e-08;-3.34117e-07;0.064;3.59332e-07;4.58738e-08;3.56391e-07;4;10
9.039;9.39856;9.39856;-0.0759514;-0.0759511;2.15355e-08;-3.33328e-07;0.064;3.56291e-07;2.29712e-08;3.55549e-07;4;10
9.103;9.39441;9.39441;-0.0536171;-0.0536168;5.58929e-10;-3.19449e-07;0.064;3.40746e-07;5.96191e-10;3.40746e-07;4;10
9.167;9.39171;9.39171;-0.0305482;-0.0305479;-1.91219e-08;-2.93819e-07;0.064;3.1407e-07;2.03967e-08;3.13407e-07;4;10
9.231;9.39049;9.39049;-0.00770212;-0.00770186;-3.68132e-08;-2.58157e-07;0.064;2.78153e-07;3.92674e-08;2.75368e-07;4;10
9.295;9.3907;9.3907;0.014032;0.0140323;-5.19469e-08;-2.14477e-07;0.064;2.3539e-07;5.54101e-08;2.28775e-07;4;10
9.359;9.39225;9.39225;0.0338643;0.0338645;-6.4092e-08;-1.64996e-07;0.064;1.88808e-07;6.83648e-08;1.75996e-07;4;10
9.423;9.39498;9.39498;0.0511289;0.051129;-7.29599e-08;-1.12034e-07;0.064;1.4261e-07;7.78239e-08;1.19503e-07;4;10
9.487;9.39873;9.39873;0.0653024;0.0653024;-7.84054e-08;-5.7912e-08;0.064;1.03972e-07;8.36324e-08;6.17728e-08;4;10
9.551;9.40327;9.40327;0.076016;0.076016;-8.04234e-08;-4.85359e-09;0.064;8.5941e-08;8.57849e-08;5.17717e-09;4;10
9.615;9.40838;9.40838;0.0830604;0.0830604;-7.91417e-08;4.50984e-08;0.064;9.7162e-08;8.44179e-08;4.8105e-08;4;10
9.679;9.41382;9.41382;0.0863843;0.0863842;-7.481e-08;9.01567e-08;0.064;1.24963e-07;7.97974e-08;9.61671e-08;4;10
9.743;9.41936;9.41936;0.0860867;0.0860866;-6.7784e-08;1.28844e-07;0.064;1.55293e-07;7.2303e-08;1.37434e-07;4;10
9.807;9.42477;9.42477;0.0824037;0.0824035;-5.85063e-08;1.60033e-07;0.064;1.81751e-07;6.24068e-08;1.70701e-07;4;10
9.871;9.42984;9.42984;0.0756907;0.0756905;-4.74837e-08;1.82961e-07;0.064;2.01624e-07;5.06493e-08;1.95158e-07;4;10
9.935;9.4344;9.4344;0.066401;0.0664008;-3.52626e-08;1.97242e-07;0.064;2.13727e-07;3.76135e-08;2.10391e-07;4;10
9.999;9.4383;9.4383;0.0550618;0.0550616;-2.24039e-08;2.0285e-07;0.064;2.1769e-07;2.38975e-08;2.16374e-07;4;10
10;9.43835;9.43835;0.0548714;0.0548714;0;1.80411e-16;0.001;2.1769e-07;2.38975e-08;2.16374e-07;4;10
